Date,Content
20180722,建筑装饰行业近期面临信用风险，信用收缩导致的连锁反应是该行业股价下跌的核心因素之一。
20180722,国内订单增速明显下降，主要原因包括去年基数较高、地方政府去杠杆及PPP项目整顿。
20180902,2018年上半年建筑企业营收与业绩增长放缓的主要原因是地方政府去杠杆力度加大、信用紧缩导致的资金面趋紧、PPP监管政策趋严等多因素叠加影响。
20180902,财务费用和管理费用的增加导致了期间费用率的同比上升，主要原因是上半年融资成本显著上升、职工薪酬增加较多。
20180902,建筑企业的资产周转率存在明显的季度波动周期，但总体来看，下游客户资金紧张导致结算和付款进度拖延，近年来存货、应收账款周转率都处在持续下降的趋势中。
20180902,现金流大幅流出主要因招投标活跃支出的保证金等增加，开工项目较多同时原材料成本上涨等支出工程款增加，以及部分拥有房地产业务的企业拿地支出增加，同时上半年的信用紧缩也会对现金流产生负面影响。
20180902,生态园林板块在上半年受到信用收缩，PPP清库活动以及融资环境收紧因素的影响，导致整体营收和业绩增速大幅下滑，下半年板块增速表现将依赖于PPP贷款环境的改善情况与相关上市公司自身财务能力。
20180902,钢构板块当前依然处于成长风口，装配式建筑政策不断，其中精工钢构上半年积极推动全新领域开拓，实现业绩的翻倍式增长，同时东南网架化纤业务改善造成业绩大增，带动行业整体增速表现。
20180902,国际工程板块上半年营收增速回落，但业绩实现提速，主要系人民币汇率处于贬值通道，带动汇兑收益增加所致。
20180902,中国化学营收和业绩增速都保持较高主要系行业回暖带动近两年订单快速增长，不断向收入转化，同时汇兑收益增厚公司利润。
20180902,中国中冶收入增速达25%，主要因连续四年订单均在20%以上增长，存量订单充裕开工率提升。
20180902,2018年上半年受到PPP项目库清库、宏观去杠杆导致融资环境偏紧影响，央企承接订单增速除中国化学（主要受益石化及化工领域投资回暖）外均有明显下滑，其中葛洲坝、中国电建出现负增长。
20180902,2018年上半年化学工程板块毛利率较2017年同期下降0.89个pct，主要因行业竞争加剧，同时人工及原材料上涨明显。
20180902,生态园林板块在上半年受到信用收缩，PPP清库活动以及融资环境收紧因素的影响，导致整体营收和业绩增速大幅下滑，下半年板块增速表现将依赖于PPP贷款环境的改善情况与相关上市公司自身财务能力。
20180902,岳阳林纸业绩增速较快主要系造纸主业迅速恢复；岭南股份业绩较好主要系公司生态环境、文化旅游及水务水环境治理业务在手充足订单持续向收入转化以及新收购的子公司新港永豪业绩推动所致。
20180902,2018年上半年由于受到宏观因素的影响，导致订单增速下滑明显，其中龙头公司东方园林进入负增长，铁汉生态/棕榈股份/岭南股份订单增速放缓35/91/100个pct。
20180902,装饰板块在2018年上半年营收和业绩增速环比明显减缓，主要系二季度信用紧缩融资偏紧，银行放贷速度减缓影响装饰工程进度。
20180902,北方国际因生效在执行订单减少，国际工程承包收入下滑，但因毛利率回升、汇兑收益增加致业绩大幅加速。
20180902,中成股份收入下滑主要因工程承包项目进入后期施工收入确认减少所致。
20180902,今年上半年年除中钢国际因去年基数低以及国内钢铁行业回暖订单大幅增长外，其余公司新签订单均出现明显下滑，主要因去年一带一路峰会召开对订单推动明显，造成基数较高。
20180624,建筑装饰行业表现受外部环境影响，特别是中美贸易争端和金融去杠杆是全年主线。
20180624,化学工程板块受OPEC会议增产预期影响，但实际增产幅度可能低于预期，预计18年原油价格有望维持高位，利好化学工程板块。
20180624,装饰装修板块在扩大内需背景下，家装有望成为消费拉动经济的重要领域，同时夜游经济关注度提高，家装和照明等装饰装修板块公司有望受益消费升级预期提升。
20180624,国家政策支持房屋租赁市场和全装修政策，公司家装业务有望快速放量，龙头企业规模优势有望进一步显现。
20190610,建筑行业估值下行的原因可能包括基建投资增速回升不及预期、PPP持续规范约束以及中美贸易争端未能和解等因素。
20190610,当建筑物荷载较大而地基承载能力较弱时，采用筏形基础可以有效减小基底压力，提高地基土的承载力，增强基础的整体性，并调整不均匀沉降。
20190610,煤渣、石灰、碎石等无机结合料稳定土仍广泛应用于铺路工程，如煤渣铺路等。
20190610,内燃砖和外燃砖是两种不同类型的砖块，其中汉阳砖为外燃砖，硬度较小，烧制过程中用煤较多。
20190610,"""如意""最初由古代的笏和搔杖演变而来，用于搔手顾不到的痒处。"
20180502,家装企业一季度业绩增速低于收入增速，中报业绩指引较低。
20180502,2017年家装和公装板块平均毛利率分别为35.9%和14.8%，同比分别下降0.4和上升0.1个百分点；平均净利率分别为7.5%和6.0%，同比分别上升0.6和0.5个百分点。
20180502,家装板块毛利率下降、费用率上升，但净利率提高，主要原因是龙头公司东易日盛的投资收益提高。
20180502,家装企业的费用支出显著高于公装企业，而金螳螂等龙头企业凭借龙头话语权优势和优秀的管控能力，能够显著降低费用率，提高净利率。
20180502,2017年家装和公装企业平均期间费用率分别为26.5%和6.8%，同比分别上升0.2和1.1个百分点。
20181106,油价高位可能影响石油炼化及新型煤化工投资，但具体影响程度尚需观察。
20181106,建筑民企在手订单充裕，但项目融资难和地方政府还款压力大，可能导致行业公司订单不达预期。
20181106,水泥价格上升可能对建筑企业成本产生压力，关注其对行业的影响。
20181106,装修行业在2018年有望维持高景气度，受益于政策支持下的租赁市场和全装修政策的推动。
20201018,报告期内，公司在控股股东的协同支持下，积极推进河南区域的项目开拓，新签订单显著增加，带动公司营业收入和净利润大幅增长。
20201018,"报告期内，公司加快对原有部分子公司的资源整合，通过出售部分子公司股权取得一定投资收益；同时，2019年已完成的生态城镇项目公司股权交易在本报告期达到投资收益确认条件，确认部分投资收益。这些投资收益将计入非经常性损益，对当期归属于上市公司股东的净利润影响约20,000.00万元。"
20201018,报告期内，公司继续加强费用管控，销售费用及管理费用较上年同期有所降低。
20181118,行业整体受宏观政策环境影响，导致行业景气度下降。
20181118,固定资产投资及基建投资增速下滑加速，影响公司订单达预期。
20181006,基建重要性再次提升，当前建筑装饰板块具有明显优势。
20200628,钢价波动、营改增及环保趋严等因素导致部分中小型钢结构企业利润压缩，进而逐步退出市场。
20200208,国企分拆上市案例具有共性特征，如业务独立、盈利能力较强等，这有助于提高市场对其价值的认识。
20180618,5月社融规模增量同比减少，增速下行至10.3%，主要原因是企业现金流紧张，选择票据贴现，导致票据融资负增长和企业信用违约事件增多，影响债券直接融资。
20180618,化学工程板块受国际原油价格波动影响，但预计18年原油价格有望维持高位，主要原因是原油消费需求旺季、中东地区局势升级和美国退出伊朗核协议导致的全球原油供给冲击以及OECD原油库存低位和中长期贸易争端、美国税改引发的美元贬值压力。
20180618,装饰装修板块在扩大内需背景下，家装有望成为消费拉动经济的重要领域，夜游经济关注度提高，家装和照明等装饰装修板块公司有望受益消费升级预期提升。
20180618,国家大力支持房屋租赁市场发展和全装修政策释放红利，公司家装业务有望快速放量，龙头企业规模优势有望进一步显现。
20200105,行业整体需求下降，表现为固定资产投资及基建投资增速下滑加速，这可能导致公司订单不达预期。
20200105,宏观政策环境变化影响行业景气度，如专项债发行力度不及预期。
20200105,钢价下行减轻公司成本压力，而水泥价格上涨对公司业务产生积极影响。
20200329,2011年我国水利工程投资增长较快，但由于小项目为主且较为分散，上市水利公司业绩改善并不明显，未能兑现市场预期的高增长。
20200203,钢价上涨：20年1月螺纹钢和中厚板价格较19年12月底出现上升，给以钢材为主要原材料的建筑公司带来成本压力。
20200203,园林板块收入业绩下滑：受PPP清库及监管趋紧影响，以及民营企业融资受限，现金流压力大。
20180729,财政货币宽松政策提振基建预期，后期需关注政策落实以及估值修复能否向业绩传导。
20180729,行业增量资金有望带来新签订单的复苏。
20180729,行业景气度受国家宏观政策环境影响，如政策变化可能导致行业公司订单不达预期。
20180729,固定资产投资增速下滑可能影响行业公司的订单情况。
20180729,“一带一路”政策落地进度可能影响行业公司的业务发展。
20181216,行业整体受宏观经济政策影响，景气度下降。
20181216,固定资产投资及基建投资增速下滑，可能导致公司订单不达预期。
20200823,钢结构住宅构件尺寸指南出台，推动装配式建筑标准化发展。
20200823,挖掘机、管桩订单数据表明市场需求回升强劲。
20200823,二线城市土地挂牌量环比上升，一线和三四线城市土地供应量收缩；受土地供应减少影响，全国土地市场成交量7月下滑。
20200823,公司实施供应链低成本策略，发挥集采优势和自产化机浆优势，纸产品主要原材料价格同比下降；借助央企背景，挖掘出版订单，造纸板块利润稳步提升。
20201110,装饰行业具有后周期特点，随着施工进度推进，装饰上市公司订单有望显著好转。
20201110,今年疫情可能加速市场出清，小装饰公司被迫退出市场，装饰行业上市公司订单集中度或将增加。
20201110,前三季度营收增速下降的主要原因是房地产企业的融资收紧和现金流压力，部分装饰公司主动调整业务结构、收缩住宅精装修业务占比。
20201110,郑中设计毛利率上升，主要是装饰工程设计营收占比提升所致。
20201110,奇信股份毛利率下降，可能是住宅装修、幕墙施工的毛利率下降所致。
20210321,建筑装饰行业在2020年受到海外疫情的影响，项目执行速度放缓，导致海外收入下滑28.5%，这可能是该年度公司业绩下滑的主要原因。
20210321,由于海外疫情的原因，建筑装饰行业的整体业务发展受到了影响，这可能对整个行业的未来发展产生一定的影响。
20180520,油价上涨利好石化产业链上、中游环节，如石油开采企业和油服企业，以及部分能加价传导至消费端的石化产品企业。
20180520,油价大幅上涨有利于下游业主盈利改善，订单加速向收入转化，业绩迎来向上拐点。
20190224,虽然1月房地产销售趋势不佳，但对装饰龙头仍应保持乐观，原因包括新开工增速持续加速，施工和竣工有保障，装饰环节受益。
20170516,建筑装饰行业具有巨大的存量市场，随着增量市场扩容和装修标准升级，该行业将持续增长。
20170516,“互联网+”和“创新科技化”成为建筑装饰行业的重要发展潮流，互联网平台在宣传、推广方面发挥了重要作用。
20170516,建筑装饰行业经营效率的关键点在于装饰服务端和供应链环节，进军家装市场和拓展建材采购渠道是提高效率的重要途径。
20191102,装饰板块2019Q3营收和业绩分别增长6%/-12%，景气度处于低位，主要受传统公装需求不足影响，部分装饰公司如金螳螂主动收缩住宅精装修业务。
20191102,钢结构板块Q3营收和业绩分别增长25.0%/36.0%，景气度持续回升，主要受益于政策推动装配式建筑发展，行业集中度向上市钢结构龙头集中。
20191102,设计咨询板块2019年Q3毛利率较2018年同期提升3.41个pct，主要系低利润率EPC、海外等业务占比下降所致。
20191102,装饰板块2019Q3毛利率较2018年同期下降0.38个pct，主要受装饰行业竞争加剧，低利润率住宅精装修业务收入占比提升影响。
20191102,金螳螂Q3业绩增长略有放缓，主要受公司加大坏账准备计提、关停部分盈利欠佳金螳螂家门店产生相关费用影响。
20191102,钢结构板块Q3营收和业绩分别增长25.0%/36.0%，主要受益于政策推动装配式建筑发展，行业集中度向上市钢结构龙头集中。
20191102,设计咨询板块2019年Q3毛利率较2018年同期提升3.41个pct，主要系低利润率EPC、海外等业务占比下降所致。
20191102,装饰板块2019Q3毛利率较2018年同期下降0.38个pct，主要受装饰行业竞争加剧，低利润率住宅精装修业务收入占比提升影响。
20191102,金螳螂Q3业绩增长略有放缓，主要受公司加大坏账准备计提、关停部分盈利欠佳金螳螂家门店产生相关费用影响。
20180222,家装行业具有较高的毛利率，可达30%以上，其中主材采购和个性化需求满足是关键因素。
20180222,家装公司业务模式分为B2B家装（住宅精装房）和B2C家装，前者通常被视为公装业务。
20180222,家装需求主要来自商品住宅毛坯房和二手房市场，其中二手房市场对周期变化更敏感。
20180222,第二代家装模式诞生于1997年，主要包括技术装修和部分设计服务。
20180222,第三代家装模式出现在2000年，除半包装修外，还提供主材代购和整体配套服务。
20180222,目前家装公司主要有两种类型：传统家装公司和产业链巨头公司。
20180222,家装公司客单价的提升主要源于成本上升和服务范围拓宽。
20180222,家装公司费用主要包括固定和可变两部分，其中可变费用包括设计和营销人员提成、营销推广费用及总部管理费用。
20180222,一二线城市的家装市场需求受到一手房住宅销售增速放缓、二手房交易大幅缩水等因素影响。
20180222,互联网家装公司在2016年资本投资趋于理性，但仍以建材家居销售为核心进行市场开拓。
20180222,70后、80后逐渐成为购房主力，装修消费习惯发生变化，对整装接受度提高。
20180222,链家作为全国最大的二手房交易中介商，为家装公司提供强大的引流获客资源保障。
20200712,建筑钢材市场需求在淡季期间仍然保持相对稳定，主要由于主导钢厂库存紧张，推动市场价格小幅上涨。
20200115,生态园林行业经历了地方政府去杠杆、民营园林企业信用收缩以及龙头园林企业控股权转让等多重因素导致的供给侧大幅收缩。
20180920,传统装修存在工序多、易空鼓脱落等问题，且受气候影响大。
20180920,传统装修的木门、窗套容易变形翘曲，且加工制作周期长。
20180920,传统装修的材料及质量受制于材料处理、施工者的技术水准，且每次施工无法完全相同。
20180920,传统装修涉及多个工种，较为依赖大量技术性劳动力，且易发生工种间责任纠纷。
20180920,传统装修的项目繁多，开发周期长，易增加额外的管理、销售和财务费用。
20180920,装饰行业龙头公司市场集中度的提升受到限制，原因在于传统的施工和管理模式难以规模化、均质化扩张。
20180920,装饰行业与房地产行业关联度高，受国家对房地产市场的调控影响。
20180920,装饰行业竞争激烈，企业众多，行业集中度低。
20180920,装饰企业应收账款余额较大，且随着业务规模扩大，预计仍将保持较高水平。
20180920,如果未来宏观经济发生不利变化或货币资金环境趋紧，可能影响装饰企业的资金周转速度和经营活动现金流量。
20191223,钢结构建筑市场需求快速增长，受益于钢结构应用范围的扩大和装配式建筑的推广，行业年增速预计超过10%。
20191223,由于钢价波动、营改增及环保趋严等因素，部分中小型钢结构企业利润受到挤压，逐渐退出市场，行业供需结构得到改善。
20170603,建筑行业受到利率上行和流动性收紧的影响，可能导致下游客户资金紧张，进而影响项目开工、结算进度和建筑企业收入增长。
20170603,建筑行业通常采用垫资经营模式，流动性紧张可能导致借款难度增加，影响工程项目推进。
20170603,利率上行对建筑企业利润表的影响主要体现在财务费用和资产减值损失两个方面。
20170603,流动性收紧对建筑行业估值产生明显压制，但对业绩影响有限。
20210120,疫情后基建赶工，建材市场需求增加；
20210120,长江流域水情影响，建材市场供应减少；
20210120,建材价格在今年4-6月间上涨；
20210120,PC生产设备业务营收降幅超过80%，非经损益同比减少超过70%。
20210120,疫情后的基建赶工导致建材市场需求增加；
20210120,长江流域水情影响了建材市场供应，进而影响到建材价格；
20200924,木材价格与货币政策共同作用，推动美国房屋建筑行业景气高涨。
20200924,疫情期间，木结构房屋需求不断扩大，居家办公时间增加也使得普通民众空间需求上升。
20200924,四月开始，房屋建筑回暖趋势反映在木材期货价格上。
20200924,木材供应紧张，价格持续上涨，买家恐慌性采购。
20200924,装配式木屋制造技术在美国成熟，成本控制得当，生产效率高。
20200924,我国建筑安装工程费用中，材料费占比高达65-70%，建材价格波动影响工程造价。
20200924,当建材价格大幅波动时，工程项目可能出现亏损，野外作业量大的企业受影响较大。
20200924,环保政策和绿色建筑理念推动建材成本上升，但有利于实现可持续发展。
20181104,行业整体景气度下降，主要受宏观政策环境变化影响。
20181104,固定资产投资及基建投资增速下滑，可能导致公司订单不达预期。
20181104,地方专项债发行力度不及预期，可能影响基建投资的资金供应。
20180513,建筑装饰行业订单持续向龙头公司聚集，尤其是全装修业务为主的上市公司，订单增速较快。
20180513,家装为主的公司订单保障倍数降低，但装修面向存量房市场，具有广阔的市场空间和持续的客单价提升空间。
20180513,在下游房地产和基建集中度逐步提升的背景下，相关上市装饰公司承接订单的优势愈发明显。
20180513,钢结构行业受益于国家政策鼓励，承接订单持续增长。
20180904,由于Q2信贷融资紧张，建筑装饰板块的中报业绩增速下滑，但整体盈利水平仍在持续提升，预计下半年基建、装饰板块的业绩增速有望提升。
20180904,受近期油价高位影响，石油炼化及新型煤化工投资有望增加。
20180904,装修企业在2018年有望维持高景气度，主要受益于国家大力支持的租赁住房市场和全装修政策的推动。
20180905,房地产投资方面，土地购置相关投资成为地产投资增速高企的主要原因，同时土地购置面积增速也显示出这一投资的强势。
20180905,基建与地产工程建设活动相对低迷，水泥产量和平板玻璃累计产值同比增速均为负数。
20180905,房地产开发投资中的建筑工程分项累计同比增速为-4.6%，显示出建设活动的疲软。
20180905,基建投资增速受多种因素影响，包括政策方向、人口结构变化、地方政府投资意愿等，不同时期主导因素可能不同。
20180905,基建资金来源中各分项占比在不同时间段有所差异，可能导致基建投资增速与流动性指标的关联程度减弱。
20180905,公共财政支出或与基建相关的公共财政支出同基建投资增速关系较弱，原因可能包括土地出让金收入超预期等。
20180309,能源局发文推进煤化工项目，表明政府对新型煤化工发展的支持，有助于改善行业发展环境。
20180309,煤制天然气在当前的油价背景下已具备经济性，但受到管道和矿山问题的制约，这些问题的解决将有利于煤制天然气的进一步发展。
20190307,钢价小幅上升，但对建筑企业影响有限，因一般建筑企业与上游原材料商签订的合同中约定了原材料价格未出现5%的变动时均按照协议价执行。
20190307,行业风险主要包括宏观政策环境变化导致的行业景气度下降，以及固定资产投资及基建投资增速下滑加速导致的公司订单不达预期。
20190616,设计公司业务轻资产，具有正现金流优势。
20190616,设计业务分为多个阶段，每阶段业主付款后推进下一阶段，收款保障性较高。
20190616,设计业务轻资产运营，主要成本为人工与服务采购，成本支付相对均匀。
20200719,在政策支持、技术进步和传统施工成本上升等因素推动下，装配式建筑行业发展迅速。
20200719,2015年后，钢价大幅波动、营改增及环保趋严导致部分中小型钢结构企业利润压缩，逐步退出市场，行业供需结构得到改善。
20200909,疫情期间，大建筑央企在国内订单方面表现出优势，实现了稳步增长，但海外订单受到疫情影响有所下滑。
20200909,中国化学的负增长主要归因于化学工程业务受到环保政策和国际原油价格的影响，导致产业链投资需求下降。
20200909,预测未来大建筑央企的综合毛利率有望回升，主要原因包括疫情得到控制后相关成本的下降以及政府政策的推动。
20200909,中国建筑的财务费用率上升主要是由于利息费用和汇兑损失的增加。
20210328,由于低基数和就地过年等因素的影响，营业性客运量出现明显下降。
20210328,这可能是由于人们出行方式的改变，如私家车使用增多，以及公共交通服务的改善。
20200221,装配式建筑中，钢结构高层住宅比例较低，主要原因包括：预制构件制作及施工技术要求高、成本昂贵；国内木材资源缺乏；预制薄板在运输和安装中存在损坏和施工难题；钢筋连接技术（如钢筋套筒灌浆技术）的应用挑战。
20200221,装配式建筑中，钢结构住宅存在以下问题：钢筋规格较细导致的预制构件制造难度加大；钢筋无法插入预制墙板的空隙；工人手工操作依赖程度高，质量难以保证；建筑工人技能不足；灌浆料质量参差不齐且无有效检测手段；钢结构公司话语权有限；钢结构住宅隔音问题较难解决。
20200221,政策支持对装配式钢结构发展至关重要，主要体现在环保治理、水泥成本上升以及劳动力成本降低等方面。
20200221,近年来，我国建筑用钢量逐年增加，钢结构企业规模不断扩大。
20191108,建筑央企的订单和营收持续提速，资产减值占收入比例下降。
20191108,葛洲坝的毛利率下降0.5个百分点，主要受建筑、地产业务板块毛利下降的影响。
20191108,中国中冶2019年第三季度毛利率为12.0%，同比下降0.34个百分点，主要原因是钢原材料价格波动大、项目竞争激烈以及人工成本升高导致的利润空间压缩。
20191108,中国铁建和中国建筑的毛利率较去年同期分别下降0.23和0.06个百分点。
20191108,上半年基建温和复苏，但总体增速不及预期，可能与政策传递时滞有关。房建业务表现相对较好，整体拉低综合毛利率水平。
20191108,随着逆周期调节力度加大，基建补短板力度将会加大，基建业务板块回暖有望推高行业综合毛利率。
20200226,2018年下半年基建项目申报金额下滑，导致2019年上半年基建新项目投放不足，反映地方政府投资意愿减弱。
20200226,建筑企业结算周期长，结算进度慢，导致企业营运资金被项目占用情况普遍，加大了对资金的需求。
20200226,过去两年，建筑民营企业资金紧张，项目承接能力受影响，订单和业绩增速下滑。
20210113,建筑装饰行业与固定资产投资密切相关，其中房屋建筑和基础设施建设领域的市场需求受固定资产投资影响显著。
20210113,各细分行业的驱动因素因付费方的不同而有所差异，如房屋建筑业主要受购房消费者需求的影响。
20210113,地产商土地购置和新开工受到融资限制，其决策将结合销售状况。
20210113,国家经济刺激措施推动制造业下游需求，相关细分行业增长迅速。
20200422,宏观政策环境变化影响行业景气度，可能导致建筑装饰行业需求下降。
20200422,固定资产投资及基建投资增速下滑可能影响公司订单，进而影响建筑装饰行业的发展。
20191223,制造业投资疲软，主要受经济减速和贸易形势不确定性影响。
20191223,园林和装饰板块受益于4万亿投资和房地产后周期，业绩表现较好。
20191223,钢结构建筑行业需求快速增长，得益于应用范围的拓展和装配式建筑的推广。
20191223,钢结构建筑行业供需结构改善，部分中小企业因利润压缩和环保政策退出市场，龙头公司市占率提升。
20191223,钢结构建筑成本有望接近钢筋混凝土建筑成本，未来发展空间巨大。
20191223,工业化装修业务有望增强装饰企业对上下游的议价能力，提高装饰企业的整体经济效益。
20191223,风险提示：地产政策调控风险，公装订单大幅下滑风险，家装业务拓展不及预期风险，原材料及劳动力成本快速上涨风险等。
20191223,公司毛利率上升，主要受益于出售TestAmerica和减少低利润率工程承包业务。
20191223,钢结构建筑行业集中度提升，部分中小企业因钢价波动、营改增和环保政策影响退出市场。
20191223,建筑安全设备租赁行业小企业不断退出，龙头企业市占率提升。
20191222,钢结构建筑行业需求快速增长，年增速预计超过10%，主要受益于钢结构应用范围的拓展和装配式建筑的推广。
20191222,由于钢价波动、营改增、环保趋严等因素，部分中小型钢结构企业利润压缩而逐渐退出市场，行业供需结构得到改善，龙头公司市占率快速提升。
20191222,建筑安全设备租赁行业小企业因基建行业减速、去杠杆、民企利率上行及营改增等因素不断退出，龙头企业市占率提升。
20210117,建筑装饰行业在报告期内表现较好，装配式建筑和基建领域具有较高的配置价值。
20181105,受益于国际油价上涨，石化产业链相关企业资本开支提升，推动化学工程、装修装饰、路桥施工及铁路建设等领域收入业绩增长。
20181105,受PPP集中清库及融资端收紧影响，园林工程领域收入业绩出现负增长。
20181105,建筑行业具有年底集中确认收入和回款的特征，前三季度因工程垫资大，现金流流出多。
20181105,2018年信用收紧、融资端收紧、PPP集中清库等多因素导致建筑装饰企业业务拓展受阻，收入和业绩增速下滑。
20181105,管理费用率上升主要由于人均职工薪酬和职工人数增长，以及企业研发费用税前加计扣除比例提高。
20181105,员工薪酬增加和上游原材料价格上涨导致采购成本增加，公司现金支出大幅增加。
20181105,受益于国际油价上涨，石化产业链相关企业资本开支提升，推动化学工程相关建筑企业营业收入及业绩快速提升。
20181105,园林板块受行业上半年“紧信用”、“降杠杆”影响，PPP板块增速大幅回落，融资渠道收窄，资金成本上升，收入垫资能力下降，净利润受影响。
20181105,基建子板块收入及业绩增速下滑明显，基建整体投资增速下滑，主要受建筑行业融资问题影响。
20181105,设计板块受建筑行业投资趋缓影响相对较小，收入与业绩可维持较快速度增长。
20181105,钢结构企业收入与净利润增速背离，主要受钢材价格上涨过快影响。
20181105,专业工程市场需求保持稳健增长，相关企业的营业收入快速提升，但净利润增速受人工成本及原材料价格上涨较快等因素影响，增速维持稳健增长。
20181105,装饰装修建筑企业收入与业绩增速均出现小幅下降，主要受房地产调控持续趋严影响。
20180808,建筑装饰行业估值较低，主要受到地方政府发债困难的影响，大建筑央企被市场低估。
20180808,大建筑央企的订单、营收增速与基建投资存在明显的正相关，说明基建投资对建筑央企的新签订单、营业收入产生影响，进而影响市场预期和行情表现。
20180808,2011年货币政策缩紧导致建筑央企估值下调，基建投资和房地产开发投资完成额增速上升，带动建筑央企行情上涨。
20180808,当时经济疲软，存在产能过剩和房地产库存过高问题，制造业PPI保持低位，中国铁建、中国中铁和中国化学业绩表现不佳。
20180808,2018年上半年以来，大建筑央企受到PPP清库、资金紧张和利率上行等因素影响，估值下行。
20201109,建筑央企订单、收入实现双位数增长，显示出行业龙头的竞争优势。
20201109,中国建筑、中国中铁和中国中冶的毛利率均有所下降，其中中国建筑毛利率下降最多，达到1.56个百分点。
20201109,建筑央企的综合毛利率有望回升，原因包括房建业务恢复速度加快以及“一带一路”战略推进带来的海外订单收益。
20200412,政策影响：政策是决定园林板块行情的关键因素，过去两次（2012年和2016年）园林板块行情的结束均受到政策影响。然而，对于钢结构板块，当前政策支持力度较大，短期内未见政策上的利空因素。
20190606,建筑装饰板块上半年表现相对较差，但在宏观经济环境、行业数据观察、行业环境变化及当前板块估值水平的背景下，分析师认为该板块下半年有望孕育投资良机。
20190606,建筑央企的营业成本中，人工费用支出和原材料价格波动是主要影响因素。尽管环保限产导致原材料价格波动，但项目管理/管控、施工效率提升等带动分包成本等支出持续下降，使得单位营业成本自16年以来持续下降。
20190606,建筑央企的盈利能力改善主要源于项目段成本管控能力的持续提升，以及税收政策的优化。期间费用率的逐年上升趋势虽然仍在继续，但其增长幅度边际放缓，主要驱动因素为研发费用持续增加。
20190606,钢构行业并未享受到行业成长红利，但随着政策的支持，钢构行业有望迎来新的发展机遇。
20190606,建筑业务收入下降主要受基建增速下行/国际项目进度低于预期等因素影响，而环保业务则受到环保督察和中美贸易摩擦导致的再生资源市场波动的影响。
20190606,公司净利率同比下降主要受期间费用率提升和业务结构变动致税金及附加占收入比例提升的影响。
20190606,综合毛利率走低主要由于低油价时期订单进入结算、部分新开工的石化项目毛利率偏低及部分项目成本上涨高于此前预期。
20190606,中长期来看，PTA项目减值风险依旧存在，但应收账款占收入比重因公司收入规模的快速增长而降低。
20190606,基建投资不及预期将对建筑企业（如中国建筑等主要建筑央企）的基建项目新签订单及项目推进进度产生影响。
20190606,建筑企业资金需求量较大，融资成本过快上升将影响企业业务推进速度及公司业绩。
20180603,景观照明行业受益于城镇化、消费升级和大型活动举办等因素，地方政府投资意愿增强，行业需求显著提升。
20180603,虽然近期市场担忧可能导致国际原油价格波动，但化工行业整体盈利状况良好，未来化学工程需求趋势依然乐观。
20190526,宏观政策环境变化影响行业景气度，导致固定资产投资及基建投资增速下滑，进而影响到公司的订单情况。
20190526,由于政策环境的变化，基建政策的连贯性和调节力度可能会得到加强，这将对建筑装饰行业产生影响。
20200308,行业景气度下降：由于宏观政策环境变化，导致建筑装饰行业的整体发展速度减缓。
20200308,固定资产投资及基建投资增速下滑：随着固定资产投资及基建投资的增速不断下滑，公司的订单量可能无法达到预期。
20171217,国家宏观政策环境变化可能导致行业景气度下降，影响行业内公司的业绩表现。
20171217,固定资产投资增速下滑加速可能导致行业公司订单不达预期，影响公司的运营状况。
20171217,国内融资环境趋严可能影响行业公司收入转化，进而影响公司的盈利能力。
20181122,10月份水泥产量同比提升13.1%，主要受去年低基数和地产赶工影响。
20181122,水泥价格高位运行，主要受低库位和赶工需求支撑，但部分地区价格已处历史高位，企业推涨意愿减弱，预计大部分将进入高位稳定阶段。
20181122,三季度业绩下降主要因毛利率有所下降。
20181122,毛利率显著提升，票据结算增多导致经营性现金流入减少。
20181122,业绩略有下滑，主要因子公司应收账款较年初增加相应计提坏账准备及建工投资对以公允价值计量的可供出售金融资产计提减值准备较多。
20181122,业绩下滑较大，主要受融资收紧影响，公司主动收缩园林业务投入，园林工程进度延缓；主要原材料价格有所上涨，瓶盖产品毛利率较预期有所下降。
20180909,建筑行业中的劳务工人社保缴纳问题：建筑公司通常不承担为劳务工人缴纳社保的责任，因此暂无补缴问题。
20180909,未来劳务公司为劳务工人缴纳社保规范化后，可能导致劳务成本上升。
20190623,行业整体供需情况：由于宏观政策环境变化，导致行业景气度下降，进而影响公司的订单量。
20180528,景观照明行业兴起于90年代末，无计划经济烙印，无地方保护和条块分割现象，竞争格局较好。
20180528,民营企业在景观照明行业中具有竞争优势，能凭借资质、技术、资金等硬指标获得较好订单。
20190512,宏观政策环境变化影响行业景气度，导致固定资产投资及基建投资增速下滑，进而影响到公司的订单情况。
20190512,由于政策环境的改变，行业内的公司可能会面临订单不达预期的情况，这将对公司的经营状况产生负面影响。
20180905,社保征缴模式改革将对建筑企业产生影响，主要表现在劳务分包成本的提升，进而影响实际经营成本。
20191110,行业整体基本面表现良好，但受到宏观政策环境变化的影响，行业景气度可能出现下降。
20191110,固定资产投资及基建投资增速下滑加速可能导致公司订单不达预期，影响企业经营状况。
20200209,生态园林行业供给侧已大幅收缩，主要原因是2017年以来地方政府去杠杆、2018年民营园林企业信用收缩以及2019年龙头园林企业控股权接连转让。
20200412,宏观政策环境变化可能导致行业景气度下降，影响整体市场需求。
20200412,固定资产投资及基建投资增速下滑可能影响公司订单，进而影响公司的业务发展。
